artTitle,artContent,artCatagory
崑大特殊生高雄通勤台南 4年全勤加倍努力獲優異獎,崑山科大全球商務與行銷系應屆畢業生林子滕，因身心障礙課業學習困難，就學或生活都需比一般人更努力。校方表示，他勤奮學習獲得成績優異獎、書卷獎，積極爭取企業提供的校園職場實習專案累積工作技能與溝通能力，要為未來求職儲備豐沛能量，特殊生也能闖出自己的一片天。林子滕高中就讀鳳山商工綜合職能科，屬輕度智能障礙學生，特殊身分讓他就學時面臨多重困難與挫折，但從不輕言放棄，成為應屆少數上大學學生。就讀崑大更從高雄通勤台南求學，四年來全勤，從未遲到與缺課，面對會計、統計等不擅長的數理科目，更加倍用功努力克服。勤奮認真的求學態度收穫是好成績，系上頒發成績優異獎及書卷獎，更陸續考取兩岸暨東協經貿商務人才認證檢定、AMMA Certificate Marketing Level 1等證照，也通過證基會舉辦的金融市場常識與職業道德考試，並參與科學園區保稅業務人員講習，充實業界知識，讓人刮目相看。導師張碧芬指出，為了培養工作與人際關係溝通技能，他申請台灣康寧顯示玻璃提供的「身心障礙學生校園職場實習專案」，通過資格審查與面試，成為崑大與康寧合作實習以來，第一位獲錄用的特殊生。林子滕與師長討論後今年3月開始在行銷系所辦公室實習一年，內向與不擅言詞的林子滕起初只負責簡易行政工作，但誠懇與積極的處事態度，讓他後來能獨立完成許多流程複雜的工作任務，累積多元化實務能力，奠定就業基礎。行銷系主任林淑梅也讚賞林子滕的進步與努力，表示他從未拖延任何工作，交辦事項也都如期完成，非常可靠，用功的求學態度深受同學愛戴與肯定。林子滕表示，感謝系上師長的輔導與幫助，不僅學會電腦技能，張碧芬導師的影響更喜歡上英文，時常收看英文相關網路節目增強語言能力，預計考公職，結合所學與實習經驗發揮一技之長，為人生開啟新篇章。崑大行銷系林子滕跨越身心障礙，通勤四年表現優異。記者周宗禎／翻攝崑大行銷系林子滕跨越身心障礙，通勤四年表現優異。記者周宗禎／翻攝 ▪ 整理包／112年國中教育會考 5科完整試題與解答  ▪ 112會考／錯幾題可拿A++？ 五科「容錯題數」一次看  ▪ 會考英語首題與參考題「一模一樣」！ 心測中心宣布送分 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 會考英文／考生評「歷年最簡單」 題組融合性別議題 ▪ 會考自然／題組跨科融合「中偏易」 素養題考觀念不死記 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
考多爛？ 高中生砸4位數「重金」找徵信社攔成績單：你看了會吐,每到期中、期末考，學校都會寄發紙本成績單回家，為了避免家庭革命，不少學生成長階段都有「攔截成績單」的經驗。近來高三學生準備畢業，各校也陸續寄發成績單，卻有一名已年滿18歲的高中生，斥資「四位數」委託徵信業者到透天厝攔截成績單，當業者反問她為何要攔截，以及攔截後是否能拆信看內容，該名高中生僅說是成績單，「你看了都會吐的分數」。立達國際徵信有限公司執行長謝智博在臉書以「那些奇葩的委託」為題，分享一名苦惱的就學少女，委託他們攔截寄到家中的成績單，以拯救她或將失色的青春、拒止湧自母親的風暴。他們也以「搶救成績單」做為專案名稱，將在下周準時出任務。在該名女學生與業者的匿名對話紀錄中，謝智博也分享，他們反覆詢問郵差幾點來送信，女學生也已掌握「大概是9點來」，業者追問是否有管理員收信，以及家裡何時會有人收信，由於女學生是住透天厝，必須直接前往信箱攔截。而當業者再問攔截成績單的理由，只見女學生語帶保守回應「當然是爛透的事」、「你看了都會吐的分數」。謝智博受訪時表示，因為委託人有明定成績單會來的時間，以及母親回家收信的時間，外加職業別是學生，該案僅收「四位數」。該份成績單即將以平信寄出，他們將在下午1點持信箱鑰匙去搜刮信箱並錄影拍照。謝智博也提到，若今日是攔截一般的信件，因為涉犯刑法315條「隱匿他人封緘信件」，一樁案件可能要收上好幾萬。不過他分析，該案可以收低價，主因是告訴乃論，就算被學生家長發現，他們自己的女兒是「教唆犯」，屆時和解效力及於其他共同正犯，家長也不太可能真的告女兒。有高中生因為考試成績不理想，斥資「四位數」重金，委託徵信業者幫忙攔截成績單。示意圖，非新聞當事人。本報資料照片 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 112國中教育會考衝刺倒數！各科重點、命題趨勢考前一次看 ▪ 會考英文／學單字片語、培養閱讀能力、練答題手感 總整理看這裡 ▪ 會考自然／素養題免驚！關鍵時事新聞全收錄 一張圖表就看懂 ▪ 會考社會／素養大補帖 掌握出題趨勢與考古題模擬出題 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
克服障礙秀才藝 張聞竺獲總統教育獎,基隆市東光國小學生張聞竺罹患多重身心障礙疾病，在父母放棄事業，自己當特教老師一路陪伴下，經歷無數次跌倒哭泣，逐步學習生活自理，克服人群恐懼，表現亮眼，成為今年總統教育獎得主。全國今年共56名國小到高中學生，勤學之餘積極改變生命困境，成為總統教育獎得主。張聞竺是基隆唯一得獎者，7月7日將接受蔡英文總統頒獎表揚。教育處說，張聞竺2歲時被醫療團隊診斷罹患自閉症、過動症、感覺統合失調等身心障礙疾病，原本在海外工作的父母返台陪伴接受一連串療程。從練習手眼協調，到能說出完整的一句話，並讓他透過游泳、打鼓、彈琴等活動抒發自我情緒，他的父母看到兒子達到「中下」程度，已心滿意足。張聞竺的父母認為，孩子雖領有身障證明，但希望他成為「普通」小孩，上學後鼓勵跟上班級進度、作業不遲交；待人處事請老師不要「放水」，教導正確的價值觀，不要成為別人的負擔。教育處表示，張聞竺憑藉著毅力和努力，獲得亮眼的成績，包括曾獲得全校朗讀比賽第2名，並在全國心智障礙者才藝大賽北區比賽，彈奏「雨的印記」獲得兒童個人組第3名。基隆市長謝國樑說，張聞竺獲頒總統教育獎殊榮，實至名歸。張聞竺面對比一般人更艱難的挑戰時，不畏懼、不退縮，用最大的努力突破身心和環境枷鎖，讓自己的生活更豐富，也讓身旁的人感受到他的勇氣。 ▪ 整理包／112年國中教育會考 5科完整試題與解答  ▪ 112會考／錯幾題可拿A++？ 五科「容錯題數」一次看  ▪ 會考英語首題與參考題「一模一樣」！ 心測中心宣布送分 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 會考英文／考生評「歷年最簡單」 題組融合性別議題 ▪ 會考自然／題組跨科融合「中偏易」 素養題考觀念不死記 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
提升10技師素質花300萬 南台科大頂泰興業簽署實習協議,南台科大今天與頂泰興業簽署實習合作協議，為學生提供就學期間實習機會，幫助學生在專業領域取得先機。校方表示，協議簽署標誌兩家機構建立長期合作夥伴關係，為南台的學生提供全面、實踐性的校外實習機會。校方表示，頂泰興業103年取得Jaguar Land Rover嘉南區經銷商授權，107年獲全台客戶滿意度金星獎項，111年占地1470坪的旗艦中心在同是南台一旁永康六甲頂開幕，採用先進設備，提供頂尖後勤服務，擁有超級充電樁(200kw)，並具備智慧型全功能且符合綠建築規範廠房。為學生提供與汽車行業專業人士合作、學習和成長平台。南臺科大學生將於此實習合作課堂上，將專業知識應用於實際工作中，使學生能夠於實踐經驗中增加對汽車行業的了解，並培養良好的職業素養和團隊合作精神。南臺科技大學致力於培養具備專業知識和實踐能力的優秀人才，此次與頂泰興業合作，將為學生們提供更廣闊發展機會，在專業領域建立聲譽和職業發展。南台科大表示，一向以「產業最佳合作夥伴科技大學」自我定位，並具備完善的校外實習輔導機制，以周延標準作業程序，確保實習品質，實習中更有輔導教師至實習機構訪視實習生學習成效，藉由輔導教師溝通反映，及時解決問題，並於實習後作多元評估與追蹤，除實習生上網填寫實習滿意度問卷，並進行雇主對實習生滿意度調查，檢核實習成效，精進作法。作法嚴謹落實，要確保學生在實習過程能有所得。頂泰興業總經理陳昭宏表示，維修人員的數值非常重要，30年前曾目睹因為維修技師的疏忽，進氣閥門鬆脫造成車輛在高速公路突然間停擺，因而他對維修人員的要求非常高、全力投入培養，10名技師受訓成本高達300萬元。非常期待與南台科大合作，為學生提供實習機會，相信將能夠與年輕的人才一起探索和創新，為汽車行業的發展貢獻力量。校長吳誠文表示，非常榮幸與頂泰興業達成這項重要合作，將為我們的學生提供寶貴的實習機會，為他們的職業發展打下堅實的基礎。相信通過與頂泰興業緊密合作，學生們將能夠獲得寶貴的經驗和機會，為未來的職業生涯做好準備。300萬提升10名技師素質，南台科大頂泰興業簽署實習合作協議。記者周宗禎／攝影 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 112國中教育會考衝刺倒數！各科重點、命題趨勢考前一次看 ▪ 會考英文／學單字片語、培養閱讀能力、練答題手感 總整理看這裡 ▪ 會考自然／素養題免驚！關鍵時事新聞全收錄 一張圖表就看懂 ▪ 會考社會／素養大補帖 掌握出題趨勢與考古題模擬出題 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
朝陽科大 成立蒙古校友會,為擴大海外校友凝聚力，朝陽科技大學前天成立蒙古校友會，推舉資訊管理系應屆畢業生杜雅君出任首屆會長。校長鄭道明授旗時，期勉蒙古校友會能傳承朝陽精神，繼往開來。杜雅君特別準備傳統服飾回贈鄭道明，感謝母校栽培。杜雅君說，校友會副會長及秘書長分別是應用英語系達麗及資管系蒙米安，未來希望能串聯更多蒙古校友，成為朝陽力量在海外的延伸；大家都希望畢業之後能盡一己之力，回饋母校。鄭道明說，朝陽的辦學願景就是成為一所世界級大學，不但積極招收來自世界5大洲近千名境外生，海內外校友人數更達8萬名。蒙古幅員遼闊，土地為台灣的50倍大，朝陽科大已陸續與蒙古中央省、中戈壁省等9個省簽訂學術合作協議。目前學校42位蒙古學生中，企業管理系台灣產業策略發展博士班的辛采彩去年榮獲全球領袖留學台灣獎學金，表現傑出。校友服務暨職涯發展處長許世宗說，包括蒙古校友會在內，目前朝陽科大已成立馬來西亞、香港、越南、韓國、澳門、印尼等7個海外校友會，今年7月將再成立印度及日本校友會，明年3月的30周年校慶，還將成立「世界校友總會」。校友總會理事長王志盟說，朝陽科大今年將有第一屆的蒙古畢業生，期盼透過校友會的成立，促成台灣與蒙古雙邊學術、經貿及文化等多元發展，並團結海外校友的力量，與母校攜手共進。 ▪ 整理包／112年國中教育會考 5科完整試題與解答  ▪ 112會考／錯幾題可拿A++？ 五科「容錯題數」一次看  ▪ 會考英語首題與參考題「一模一樣」！ 心測中心宣布送分 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 會考英文／考生評「歷年最簡單」 題組融合性別議題 ▪ 會考自然／題組跨科融合「中偏易」 素養題考觀念不死記 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
會考英聽／高雄1試場前置作業播放隨身碟空白 未影響學生權益,國中教育會考最後一科考英語聽力，英文教師分析，題數與題型都與往年相同，難度適中。高雄市小港高中一個試場在準備播放作業時，發現隨身碟空白，緊急抽換，未影響學生權益。今天英語閱讀考試在11點30時結束，考生離開試場，監試委員留在試場準備12點要進行的英語聽力測驗。小港高中考場中的一個試場，就在監考老師在檢查播放作業前置作業時，發現音檔隨身碟有異，隨身碟空白。試場緊急處置，在12點前抽換隨身碟，讓考試順利進行，未影響考生權益。英聽隨身碟為國中教育會考全國試務會在國家闈場內準備。五福國中考生曾軍郝、李芯瑜、王庭甄、鐘專洧與吳苡銜說，英聽題目中間偏易，生活化。不會有太複雜的題目和選項。但必須要注意的是，一定要把文章都聽完，才能作答。不然會被誤導。時事題有地震預報。鳳山高中英文教師馬巧珊表示，英聽出題生動，符合生活經驗，地震預報這項的誘答選項出的很有水準。考生要注意圖文的聯結，語言使用的適切，就可以拿到高分。青年國中考生開心考完國中教育會考。記者徐如宜／攝影鳳山高中英文教師馬巧珊分析，題數與題型都與往年相同，難度適中。記者徐如宜／攝影 ▪ 整理包／112年國中教育會考 5科完整試題與解答  ▪ 112會考／錯幾題可拿A++？ 五科「容錯題數」一次看  ▪ 會考英語首題與參考題「一模一樣」！ 心測中心宣布送分 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 會考英文／考生評「歷年最簡單」 題組融合性別議題 ▪ 會考自然／題組跨科融合「中偏易」 素養題考觀念不死記 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
會考國文／名畫入題 國文考驗「文轉圖」能力,國中教育會考昨登場，解題教師評析，國文科題型主題側重學科能力，多考理解文本句段、寫作特色等。今年題組題以巴黎羅浮宮名畫「拿破崙的加冕禮」為題幹，要求學生由文章推論拿破崙選擇聖母院為加冕地的原因，並考驗學生將文字轉換圖像、比較模擬圖的能力。旗山國中教師丁美雪表示，今年國文試題除評量學生國中階段所習得的語文能力，亦評量人文涵養。題目取材涵括古今，整體而言仍難易適中、具鑑別度。江翠國中教師陳恬伶也說，今年試題題型包括語文知識、學科能力和素養運用等，語文知識考學生常用詞語，如急公好義、幡然悔悟等於語境中的使用方式；學科能力則考互文對讀，要求考生對讀、統整，再分辨兩文對同一議題的歧異處。陳恬伶提到，今年素養運用題型結合藝術涵養，題組以名畫「拿破崙的加冕禮」為題幹，先介紹畫作緣由，要求考生推論拿破崙選擇聖母院作為加冕場地的原因；考題也提供模擬圖，考驗學生能否將文字轉換成圖像，進而比較轉換出的畫面和模擬圖的差異。陳恬伶談到，國文科教育多側重文字，往往學生文字閱讀量大，腦海中卻不一定能分辨圖像或形成畫面，考生能否構思文字、將文字還原成畫面為該題重點，也是試卷中較新穎的題目。高雄市鼓山高中國中部考生潘嘉萱表示，答題感覺比模擬考難，對拿破崙一題印象深刻。高雄市五福國中多位考生則認為，今年文言文題較以往難，擅長文言文閱讀的考生較吃香。 ▪ 整理包／112年國中教育會考 5科完整試題與解答  ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 會考英文／學單字片語、培養閱讀能力、練答題手感 總整理看這裡 ▪ 會考自然／素養題免驚！關鍵時事新聞全收錄 一張圖表就看懂 ▪ 會考社會／素養大補帖 掌握出題趨勢與考古題模擬出題 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
康和證支持棒球扎根校園 贊助稻江商職青棒隊,康和證券（6016）支持棒球扎根校園，持續第四年捐款贊助稻江商職青棒隊，期能讓台灣打棒球風氣越來越興盛，成為台灣的全民運動。稻江商職青棒隊去年打出隊史最佳成績，在第十屆黑豹旗全國高中棒球大賽，共192隊參賽隊伍中一路過關斬將，以黑馬之姿創隊史最佳、第一次挺進前八強！康和證券除致贈35萬元贊助稻江青棒隊外，也到現場替球員們加油打氣，並恭喜肯定黑豹旗盃進入前8強外，更勉勵同學們學習電影「KANO」永不放棄精神，一定要團隊合作，到最後一分鐘、一顆球還在拚鬥，因為不僅有機會逆轉勝，也可能人生從此就不一樣！也期許每一位同學長大有能力的時候，一定要回饋社會，形成一種善的循環。稻江青棒隊球員也特別在現場表演原住民創作歌曲-「原住民很忙」，來感謝康和證券多年的贊助。康和證券已將公司治理、永續發展變成企業的DNA，除落實對社會、環境、弱勢族群的關懷外，且體現企業社會責任的重要性。期望有更多的企業支持認同棒球運動，讓有興趣打棒球的孩子從國小就可以開始打，一直打到大專、業餘或職棒，讓棒球成為台灣的全民運動，讓世界看到台灣的棒球，讓台灣看到稻江青棒隊發光、發熱！稻江青棒隊111年同時榮獲學生棒球秋季聯賽甲組鋁棒組季軍與木棒組亞軍的榮耀。台灣棒球可以分為少棒、青少棒、青棒、大專、業餘、職業等層級，在球隊屬性區分上，高中棒球隊大致分為科班和社團，科班又稱木棒組，而科班底下又有區分出鋁棒組作為第二陣容。 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 112國中教育會考衝刺倒數！各科重點、命題趨勢考前一次看 ▪ 會考英文／學單字片語、培養閱讀能力、練答題手感 總整理看這裡 ▪ 會考自然／素養題免驚！關鍵時事新聞全收錄 一張圖表就看懂 ▪ 會考社會／素養大補帖 掌握出題趨勢與考古題模擬出題 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
會考自然／考生：計算少、難易適中 考永續發展、綠能和病毒,國中教育會考第二天先考自然科，學生普遍覺得難易度適中，出題生活化，考永續發展、再生能源、風力發電、土壞液化、病毒等；有一題古代砒霜銀針試毒，其實考的是氧化還原。考生說，今年計算量少，多觀念題。補教老師洪安說，有一題目是風力發電，還有附公式，但其實答案就在圖表中，並不需要代入公式。另一題講出古代砒霜成分，硫讓銀發生變化，考的是氧化還原。青年國中考生董軒瑞認為難易度適中，今年計算量少，理化重觀念，有考球自由落體，無摩擦力，考重力位能。鳳山國中考生張姿潁表示，今年考題生活化，也提到再生能源氫氣如何產生？會不會造成汙染？陳家穎說，不少考題與永續發展有關。有考病毒的潛伏期、發病期與溫度的關係，推測為何時感染。五福國中考生楊承樺、吳苡銜、韓世奇、李芯瑜與鐘專洧反映，自然科難易適中。有些題目很長，幾乎占一整頁，需要耐心閱讀，然後搭配課內學到的基本理化和生物知識，才能答題成功。印象深刻的有考到一題，草莓上面的黑點點。黑點點其實是草莓的果實，並不是草莓的種子。學生覺得這一題可能會讓很多學生不小心答錯。中正高中國中部學生表示，自然考科偏易，題目相當生活化，光合作用、複式顯微鏡、皂化反應、燈泡並聯、電能等等，考生容易與生活產生連結，再加上算式不算複雜，考生只要正確掌握觀念，理解文意後運用公式，應能獲得不錯的成績。鼓山高中國中部考生洪晨景表示，題型方面倒是沒有特別的變化，地科出的比例比較少，整體來講難易度適中，寫完考卷檢查兩次後時間就剛剛好。光華國中吳姓考生表示，難度與模擬考差不多，但跨領域的概念以及生活結合議題還不少。題組中有與農藥相關議題的篇章，結合實驗變因的概念讓同學進行判斷。這讓同學能從日常生活應用來了解實驗變因的運用。另外還有風力發電與地震相關題，頗能呼應時事。考生覺得不需要使用到很高深的數學計算能力。也沒有考到課外題材的題目。把課本基本自然觀念讀懂即可。 ▪ 整理包／112年國中教育會考 5科完整試題與解答  ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 會考英文／學單字片語、培養閱讀能力、練答題手感 總整理看這裡 ▪ 會考自然／素養題免驚！關鍵時事新聞全收錄 一張圖表就看懂 ▪ 會考社會／素養大補帖 掌握出題趨勢與考古題模擬出題 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
清華秘境蝴蝶園蝴蝶大爆發 目前賞蝶最佳時機,國立清華大學復育多年有成的生態祕境蝴蝶園開放了，清大指出，清華蝴蝶園已迎來蝴蝶大爆發，黃色粉蝶、青色斑蝶，還有體型碩大的鳳蝶等，數十隻蝴蝶翩翩飛舞，美得令人目不暇給，除了追螢火蟲，現在正是賞蝶最佳時機，蝴蝶種類預計7、8月將達到高峰。清華蝴蝶園2008年成立，但許多學生可能大學四年都沒去過，蝴蝶園地點位於人社院後面，從人社院旁北面的「竹林小徑」或南面的「終南小徑」都可以過去，也可以走相思湖步道往慈塘方向，經「斑蝶小徑」進入。清大表示，曾任人社院院長的教授黃一農、哲學所教授張旺山、中文系教授方聖平等人都是蝴蝶園誕生的重要幕後推手，他們帶領師生、志工整理荒蕪的土地並種植蜜源植物，打造適合蝴蝶復育的環境。清華蝴蝶園現在已經成為新竹重要的生態景點，園內可觀察到的蝴蝶多達一百多種，其中體型最大、深負盛名的蝶種為「黃裳鳳蝶」，許多小朋友戶外教學、或喜愛生態觀察的民眾都會慕名前來拍蝶。清大說，每年5至9月是賞蝶最佳時機，各種蝴蝶數量、種類復育成功，數量逐年倍增，預計7、8月達到高峰，如今已有大量鳳蝶、灰蝶、粉蝶、蛺蝶等不同品種的蝴蝶，還有青色斑蝶等數十種蝴蝶。現在是賞蝶的好時機，賞蝶黃金時間是上午8點半到11點，以及下午2點到4點。蝴蝶園內不能噴殺蟲劑，蚊子較多，提醒民眾賞蝶可穿長袖長褲。清大指出，清華蝴蝶園已迎來蝴蝶大爆發，黃色粉蝶、青色斑蝶，還有體型碩大的鳳蝶等，數十隻蝴蝶翩翩飛舞，圖為兩隻青斑蝶正在交配。圖／清大提供國立清華大學復育多年有成的生態祕境蝴蝶園開放了，美麗的鳳蝶正在吸取花蜜。圖／清大提供 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 112國中教育會考衝刺倒數！各科重點、命題趨勢考前一次看 ▪ 會考英文／學單字片語、培養閱讀能力、練答題手感 總整理看這裡 ▪ 會考自然／素養題免驚！關鍵時事新聞全收錄 一張圖表就看懂 ▪ 會考社會／素養大補帖 掌握出題趨勢與考古題模擬出題 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
公關、媒體業搶人 世新大學校園徵才職缺逾1500個,世新大學及勞動部勞動力發展署共同舉辦「跨世創新」校園徵才博覽會，於今（5/24）日登場，吸引總計12種產業類別、71家企業進駐，其中以媒體、公關、廣告業為主，提供超過1500個職缺，創下校內徵才最多紀錄。世新大學校長陳清河表示，企業來學校徵才是給學生最好的支持與鼓勵，期待學生能很快進入職場、順利發揮專業才能，透過徵才活動讓更多人認識世新；學務長胡全威則指出，「求學很重要的一部分就是為了就業。」徵才博覽會提供媒合機會，幫助學生找到優質的工作。現場多家企業主管親自到校園與學生面談，電視台也將攤位佈置成簡易攝影棚，讓學生嘗試連線播報。壹電視新聞部經理蔡又晴指出，短短幾小時就收到超過200份履歷，許多學生在學表現與實習經驗都令人印象深刻。台視主播張寧談到，世新學生口齒清晰、表達能力佳，若遇到滿意的人選，有機會邀請學生加入主播行列。公廣系鄭同學則表示，因為對YouTuber經紀有興趣，很開心有相關企業來到學校，對今年校園徵才博覽會的盛大規模特別驚喜。今年世新校園徵才博覽會參與企業包括逾10家媒體企業，以及精英公關、台北怡亨酒店與台北萬豪酒店等企業，校方也與台北市就業服務處合作，為學生提供履歷健檢和職涯諮詢服務。 ▪ 整理包／112年國中教育會考 5科完整試題與解答  ▪ 112會考／錯幾題可拿A++？ 五科「容錯題數」一次看  ▪ 會考英語首題與參考題「一模一樣」！ 心測中心宣布送分 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 會考英文／考生評「歷年最簡單」 題組融合性別議題 ▪ 會考自然／題組跨科融合「中偏易」 素養題考觀念不死記 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
中山女高社團被爆強迫學妹拉贊7000 社團：沒人反映有困難,北市中山女高炫音社一名高一社員透過臉書社團「國是中山」爆料，社團學姐要求學妹一個人拉贊助7000元，不夠還要自己貼，高一16名社員負擔超過一半金額，社團學姐非但沒感激，甚至還口出惡言「在馬路上看到學姐還繞路走，走到路上被車撞的保險金剛好拿來補拉贊錢」。爆料學生表示，她能接受表演性社團要拉贊助，社團原先一開始要求每人拉贊金額為3500元，學姐卻在成發前幾天改成一人至少要拉7000元，若期限內沒有達標必須自己貼錢。爆料學生強調，贊助的錢用於成發表演，總支出大約21萬，而高一學妹共有16人負擔逾11萬元，但實際能上台表演的學妹僅6人，相關支出細項也是等到該同學主動詢問後才公開。爆料學生控訴，社團學姐不但沒有感激，甚至要求學妹低頭閉眼訓話，還口出惡言「在馬路上看到學姐還繞路走，走到路上被車撞的保險金剛好拿來補拉贊錢」，原po坦言，如果學姐態度好一點，說聲謝謝、不好意思、解釋理由，感受也不至於這麼糟糕。對此，該社團也在臉書澄清，社團學姐在一開始將拉贊金額從3500元拉到7000元時，也都有和學妹強調「有困難或問題可以跟我們說」，但都沒有收到反映的訊息或電話，也有人僅用了4天左右就拉超過7000元，她們才認為沒有問題。至於有社員反應學姐言論不當這件事，社團回應，當事人沒有拿捏好分寸，已深切反省，並在群組致歉，之後也願意當面道歉，也會謹言慎行。不過社團也喊冤，對於匿名投訴非常錯愕，稱社員沒有跟社團反映的情況下直接投稿，讓很多不清楚事情過程的人對事件有誤解，希望社員若有問題直接向社團幹部反應。 ▪ 考生注意！112年學測成績轉換分科測驗級分查詢看這裡 ▪ 112國中教育會考衝刺倒數！各科重點、命題趨勢考前一次看 ▪ 會考英文／學單字片語、培養閱讀能力、練答題手感 總整理看這裡 ▪ 會考自然／素養題免驚！關鍵時事新聞全收錄 一張圖表就看懂 ▪ 會考社會／素養大補帖 掌握出題趨勢與考古題模擬出題 ▪ 大學剉咧等！ChatGPT代寫報告、學檔 考招受考驗 ▪ 專題／學習歷程，別鬧了！首屆108課綱生心路大公開,文教
